anon_institution_code,institution_id,mapping_status,evidence_reference,mapping_version
P3<88,inst_2132,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<89,inst_2133,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<8:,inst_2134,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<8;,inst_2135,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<8<,inst_2136,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<93,inst_2137,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<94,inst_2138,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<95,inst_2139,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<96,inst_2140,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<97,inst_2141,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<98,inst_2142,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<99,inst_2143,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<9:,inst_2144,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<9;,inst_2145,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<9<,inst_2146,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<:3,inst_2147,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<:4,inst_2148,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P3<:5,inst_2149,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4334,inst_2150,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4344,inst_2151,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4345,inst_2152,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4346,inst_2153,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4347,inst_2154,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4348,inst_2155,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4349,inst_2156,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P434:,inst_2157,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P434;,inst_2158,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P434<,inst_2159,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4353,inst_2160,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4354,inst_2161,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4355,inst_2162,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4356,inst_2163,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4357,inst_2164,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4358,inst_2165,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4359,inst_2166,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4384,inst_2167,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4385,inst_2168,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4386,inst_2169,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4387,inst_2170,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4388,inst_2171,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4389,inst_2172,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P438:,inst_2173,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P438;,inst_2174,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P438<,inst_2175,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4393,inst_2176,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4395,inst_2177,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4396,inst_2178,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4398,inst_2179,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4399,inst_2180,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P439:,inst_2181,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P439;,inst_2182,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P439<,inst_2183,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P43:3,inst_2184,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P43:4,inst_2185,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P43:5,inst_2186,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P43::,inst_2187,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P43:;,inst_2188,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P43:<,inst_2189,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4434,inst_2190,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4444,inst_2191,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4445,inst_2192,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4447,inst_2193,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4449,inst_2194,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P444:,inst_2195,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P444;,inst_2196,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P444<,inst_2197,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4454,inst_2198,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4455,inst_2199,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4456,inst_2200,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4457,inst_2201,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4458,inst_2202,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4484,inst_2203,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4486,inst_2204,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4487,inst_2205,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4488,inst_2206,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4489,inst_2207,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P448:,inst_2208,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P448;,inst_2209,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P448<,inst_2210,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4493,inst_2211,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4495,inst_2212,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4496,inst_2213,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4497,inst_2214,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4498,inst_2215,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4499,inst_2216,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P449:,inst_2217,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P449;,inst_2218,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P449<,inst_2219,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44:3,inst_2220,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44:4,inst_2221,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44:5,inst_2222,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44:6,inst_2223,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44:7,inst_2224,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44:8,inst_2225,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44:9,inst_2226,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44::,inst_2227,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44:;,inst_2228,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44:<,inst_2229,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P44;3,inst_2230,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4534,inst_2231,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4544,inst_2232,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4545,inst_2233,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4546,inst_2234,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4547,inst_2235,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4548,inst_2236,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4549,inst_2237,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P454:,inst_2238,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P454;,inst_2239,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4584,inst_2240,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4585,inst_2241,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4586,inst_2242,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4587,inst_2243,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4588,inst_2244,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4589,inst_2245,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P458:,inst_2246,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P458;,inst_2247,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P458<,inst_2248,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4593,inst_2249,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4594,inst_2250,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4595,inst_2251,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4596,inst_2252,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4634,inst_2253,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4644,inst_2254,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4645,inst_2255,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4646,inst_2256,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
P4647,inst_2257,verified_by_on_hand_agreement,"scripts/verify_institution_mapping.py 2026-08-14 — DB on_hand 대조 재고 일치 99.52% (한 칸 민 대조군 16.24%, 83.28%p 우위)",sorted-zip-verified-v1
