keyword	family_id	display	basis	evidence
폴리덴트	DENTURE_CLEANSER	폴리덴트(틀니세정제)	general_knowledge_unverified	의치 세정제
류마스탑	METHYL_SALICYLATE	류마스탑(소염진통 첩부제)	general_knowledge_unverified	관절통 첩부제
자동랜싯	LANCET	자동 랜싯	general_knowledge_unverified	채혈용 란셋
제로이드	SKINCARE_COSMETIC_TOPICAL	제로이드 로션(보습제)	general_knowledge_unverified	아토피 보습 로션
레마이드	REBAMIPIDE	레마이드정(레바미피드)	web_search_2026_07_15	위점막보호제
메트포민	METFORMIN	메트포민서방정(메트포르민)	general_knowledge_unverified	당뇨 비구아니드
자스티딘	RANITIDINE	자스티딘캅셀(라니티딘)	general_knowledge_unverified	H2차단제
TPPA	CLINICAL_CHEMISTRY_TEST	TPPA 매독 검사	general_knowledge_unverified	매독 확진 혈청검사
그린비아	MEDICAL_NUTRITION_FORMULA	그린비아(경장영양식)	general_knowledge_unverified	경장영양
하이트리	CLOTRIMAZOLE	하이트리크림(클로트리마졸/히드로코르티손)	web_search_2026_07_15	항진균+스테로이드 복합
버물리겔	INSECT_BITE_TOPICAL_UNCONFIRMED	버물리겔(디펜히드라민/멘톨)	general_knowledge_unverified	벌레물림 항소양 외용제
관절패치	METHYL_SALICYLATE	관절패치(소염진통 첩부제)	general_knowledge_unverified	관절통 첩부제
프리나	NAPROXEN	나프록센나트륨(NSAID 소염진통제)	web_search_2026_07_15	프리나정=나프록센나트륨275mg, health.kr A11AGGGGA2978
뮤코론	CARBOCISTEINE	L-카르보시스테인(진해거담제)	web_search_2026_07_15	뮤코론캡슐375mg=L-카르보시스테인, bukwang.co.kr
스테린	MUGWORT_EXTRACT	애엽에탄올엑스(위점막보호제, 스티렌 제네릭)	web_search_2026_07_15	스테린정=애엽95%에탄올연조엑스, nedrug 200900695
손페리	EPERISONE	에페리손염산염(근이완제)	web_search_2026_07_15	손페리정=에페리손염산염50mg, nedrug 200402840
코데날	COUGH_COLD_COMBO	디히드로코데인 복합(진해거담제)	web_search_2026_07_15	코데날정=디히드로코데인/클로르페니라민/메틸에페드린/구아이페네신, nedrug 197200376
로디엔	AMLODIPINE	에스암로디핀니코틴산염(혈압강하제)	web_search_2026_07_15	로디엔정2.5mg=S-암로디핀니코티네이트, 한림제약 개량신약
올펜정	COUGH_COLD_COMBO	아세트아미노펜+에페드린(진통복합제)	web_search_2026_07_15	올펜정(뉴젠팜)=아세트아미노펜200mg+에페드린염산염25mg
본디칼	CALCIUM_VITAMIN_D	칼슘+비타민D(골다공/칼슘보급)	web_search_2026_07_15	본디칼=칼슘·비타민D 보급제, nedrug 2017062900004
솔로젠	METHYLPREDNISOLONE	메틸프레드니솔론(부신피질호르몬제)	web_search_2026_07_15	솔로젠정(뉴젠팜)=메틸프레드니솔론, health.kr A11AMMMMM2844
카민산	CHLORPHENESIN_CARBAMATE	클로르페네신카르바메이트(근이완제)	web_search_2026_07_15	카민산정=클로르페네신카르바메이트, health.kr A11A2240B0090
트루셋	TELMISARTAN_AMLODIPINE	텔미사르탄/암로디핀/클로르탈리돈(3제 복합)	web_search_2026_07_15	트루셋정40/5/12.5=텔미사르탄40/암로디핀5/클로르탈리돈12.5, 유한양행
엑소닌	EPERISONE	에페리손염산염(근이완제)	web_search_2026_07_15	엑소닌정=에페리손염산염50mg, SK케미칼 A11AOOOOO1101
메디락	PROBIOTICS	유산균(정장생균제)	general_knowledge_unverified	메디락디에스장용캡슐=한미약품 대표 프로바이오틱스
써스펜	ACETAMINOPHEN	아세트아미노펜 서방정(해열진통제)	general_knowledge_unverified	써스펜이알서방정=한미 아세트아미노펜 ER
아발론	INSECT_REPELLENT	테메포스(모기유충 살충제, 비의약품 방역)	web_search_2026_07_15	아발론SG=테메포스 방역용 살충제(국보싸이언스)
콜듀엣	AMLODIPINE_ATORVASTATIN	암로디핀+아토르바스타틴(고혈압/이상지질 복합)	web_search_2026_07_15	콜듀엣정5/10=암로디핀+아토르바스타틴, 풍림무약
듀오논	ROSUVASTATIN_EZETIMIBE	로수바스타틴+에제티미브(이상지질혈증)	web_search_2026_07_15	듀오논정10/5=로수바스타틴칼슘+에제티미브, 동아에스티
가네카	COLD_COMBO_ANTIHISTAMINE_DECONGESTANT	슈도에페드린+트리프롤리딘(코감기/알레르기)	web_search_2026_07_15	가네카정=슈도에페드린60/트리프롤리딘2.5, glpharma
피디정	METHYLPREDNISOLONE	메틸프레드니솔론(부신피질호르몬제)	web_search_2026_07_15	피디정=메틸프레드니솔론4mg, nedrug 200102623
디세텔	PINAVERIUM	피나베리움브로마이드(과민성대장 진경제)	general_knowledge_unverified	디세텔(Dicetel)=일양약품 피나베리움 대표 브랜드
로파인	LOPERAMIDE	로페라미드염산염(지사제)	web_search_2026_07_15	로파인캡슐=로페라미드염산염, nedrug 197800212
신일겔	ALUMINUM_MAGNESIUM_ANTACID	알루미늄/마그네슘/칼슘 복합제산제	web_search_2026_07_15	신일겔정=수산화알루미늄겔/탄산마그네슘/침강탄산칼슘/탄산수소나트륨, nedrug 201402369
넥스온	ESOMEPRAZOLE	에스오메프라졸(PPI 위산분비억제제)	web_search_2026_07_15	제품명에 에스오메프라졸마그네슘이수화물 명기(20mg)
발미탄	VALSARTAN_HCTZ	발사르탄+히드로클로로티아지드(고혈압 복합제)	web_search_2026_07_15	발사르탄80+HCTZ12.5, 한국파비스
글레아	GLIMEPIRIDE_METFORMIN	글리메피리드+메트포르민(당뇨)	web_search_2026_07_15	글리메피리드2+메트포르민500, 위더스제약
디큐반	VALSARTAN	발사르탄(고혈압)	web_search_2026_07_15	디큐반정80mg=발사르탄, 안국약품
크레인	KALLIKREIN	칼리디노게나제(말초순환개선)	web_search_2026_07_15	칼리디노게나제, 일화
폴시드	FOLIC_ACID	폴산/엽산(빈혈·엽산보급)	web_search_2026_07_15	폴산1mg, 조아제약
토파제	DIGESTIVE_ENZYME	판크레아틴 등 복합 소화효소제	web_search_2026_07_15	판크레아틴/셀룰라제/우담즙/디메티콘, 메디카코리아
글리타	PIOGLITAZONE	피오글리타존(당뇨)	web_search_2026_07_15	피오글리타존, 풍림무약
라프릴	ENALAPRIL	에날라프릴(ACE억제제·고혈압)	web_search_2026_07_15	말레인산에날라프릴, 성원애드콕
텔로핀	TELMISARTAN_AMLODIPINE	텔미사르탄+암로디핀(고혈압)	general_knowledge_unverified	40/5, 텔미/암로디핀 패턴
암펙솔	AMBROXOL	암브록솔(거담제)	general_knowledge_unverified	암브록솔 표기 변형, 한국휴텍스
에어탈	ACECLOFENAC	아세클로페낙(소염진통제)	general_knowledge_unverified	대웅 에어탈=아세클로페낙 오리지널
반질올	UREA_TOPICAL	우레아(피부연화제)	web_search_2026_07_15	우레아200mg 피부연화, 삼공제약
메솔론	METHYLPREDNISOLONE	메틸프레드니솔론(부신피질호르몬)	web_search_2026_07_15	메틸프레드니솔론4mg, 동광제약
스텔스	MUGWORT_EXTRACT	애엽95%에탄올엑스(위염 생약제)	web_search_2026_07_15	애엽95%에탄올연조엑스, 티디에스팜
파모터	FAMOTIDINE	파모티딘(위산분비억제)	general_knowledge_unverified	파모20mg 패턴, 한국콜마
엘부날	ERDOSTEINE	에르도스테인(점액용해·거담제)	web_search_2026_07_15	에르도스테인300mg, 진양제약
기넥신	GINKGO_LEAF_EXTRACT	은행엽엑스(말초·뇌혈류개선)	general_knowledge_unverified	SK케미칼 기넥신에프=은행잎추출물
코세틴	LEVOCETIRIZINE	레보세티리진(항히스타민)	web_search_2026_07_15	레보세티리진염산염5mg, 삼익제약
암발탄	VALSARTAN_AMLODIPINE	암로디핀+발사르탄(고혈압)	general_knowledge_unverified	암로5+발사르탄80 패턴, 진양제약
레부날	레보드로프로피진	레보드로프로피진(진해제)	web_search_2026_07_15	레보드로프로피진, 진양제약
로카탄	LOSARTAN	로사르탄(고혈압)	web_search_2026_07_15	로카탄정50mg=로사르탄칼륨, 휴온스
코데농	COUGH_COLD_COMBO	디히드로코데인+클로르페니라민+메틸에페드린+카페인(진해·감기약)	web_search_2026_07_15	4성분 복합 진해거담, 동광제약
페로틴	IRON_SUPPLEMENT	철분제(빈혈)	general_knowledge_unverified	페로=철분, 코오롱제약
레브론	레보드로프로피진	레보드로프로피진(진해제)	web_search_2026_07_15	레보드로프로피진60mg, 넥스팜코리아
노바핀	AMLODIPINE	암로디핀(고혈압)	general_knowledge_unverified	노바+핀(-디핀), 한국넬슨제약
타가틴	CIMETIDINE	타가틴정(시메티딘)	web_search_2026_07_15	시메티딘 H2차단제
그날엔	INSECT_BITE_TOPICAL_UNCONFIRMED	그날엔24플라스타(온열패치)	general_knowledge_unverified	생리통 온열패치
에탄올	ETHANOL	에탄올(소독용)	general_knowledge_unverified	소독용 에탄올
엘레틴	LEVOCETIRIZINE	엘레틴정(레보세티리진)	web_search_2026_07_15	항히스타민
팔물탕	HANBANG_MIXED_HERBAL_EXTRACT	팔물탕(한방 처방)	general_knowledge_unverified	한방 탕제
픽스롤	ADHESIVE_BANDAGE	픽스롤(고정용 반창고)	general_knowledge_unverified	의료용 고정 테이프
쏠라C	ASCORBIC_ACID	쏠라C정(비타민C)	general_knowledge_unverified	비타민C 정제
라보솔	AMINO_ACID_SOLUTION	라보솔주(아미노산 수액)	web_search_2026_07_15	아미노산 수액
센트륨	MULTIVITAMIN_MINERAL	센트륨(종합비타민)	general_knowledge_unverified	종합비타민미네랄
비타쮸	MULTIVITAMIN_MINERAL	비타쮸(츄어블 비타민)	general_knowledge_unverified	종합비타민
엘도틴	ERDOSTEINE	엘도틴캡슐(에르도스테인)	general_knowledge_unverified	거담 점액용해제
로시덴	PIROXICAM	로시덴겔(피록시캄 외용)	web_search_2026_07_15	외용소염진통
케노펜	KETOPROFEN	케노펜겔(케토프로펜 외용)	general_knowledge_unverified	외용소염진통겔
세라드	SKINCARE_COSMETIC_TOPICAL	세라드(세라마이드 보습크림)	general_knowledge_unverified	보습크림
알비정	ALBENDAZOLE	알비정400mg(알벤다졸)	general_knowledge_unverified	구충제
비타오	DEXPANTHENOL	비타오주(D-판테놀)	general_knowledge_unverified	D-판테놀 주사
제스라	DIGESTIVE_ENZYME	제스라제트연질캡슐(알베린/시메티콘)	web_search_2026_07_15	alverine+simethicone
오메가	OMEGA3_FATTY_ACID	오메가3(오메가3 지방산)	general_knowledge_unverified	오메가3 보충제
가글액	MOUTHWASH_ANTISEPTIC	가글액(구강청결제)	general_knowledge_unverified	구강청결제
포비딕	POVIDONE_IODINE	포비딕스틱(포비돈요오드)	general_knowledge_unverified	포비돈 요오드 소독
비모보	NAPROXEN_ESOMEPRAZOLE	비모보정(나프록센/에스오메프라졸)	general_knowledge_unverified	복합제
판디탈	DIGESTIVE_ENZYME	판디탈정(판크레아틴/셀룰라제)	web_search_2026_07_15	소화효소
TSH	CLINICAL_CHEMISTRY_TEST	TSH(갑상선자극호르몬 검사)	general_knowledge_unverified	갑상선 검사 항목
생맥산	HANBANG_MIXED_HERBAL_EXTRACT	생맥산(단미엑스산)	general_knowledge_unverified	한방 엑스산
유리아	UREA	한미유리아(요소)	general_knowledge_unverified	요소 제제
제스쿨	DIGESTIVE_ENZYME	판크레아틴/셀룰라제/디메티콘(소화효소제)	web_search_2026_07_15	health.kr 제스쿨정
케펜택	KETOPROFEN	케토프로펜 첩부제(소염진통 파스)	general_knowledge_unverified	케펜택=Kefentech 케토프로펜 카타플라스마
노바크	AMLODIPINE	암로디핀(고혈압)	general_knowledge_unverified	노바크5mg=노바스크 계열 암로디핀
쎄로테	CETIRIZINE	세티리진(항히스타민제)	web_search_2026_07_15	nedrug 쎄로테정=세티리진염산염10mg
낙소졸	NAPROXEN	나프록센/에스오메프라졸(소염진통+위점막보호)	general_knowledge_unverified	한미 낙소졸500/20=Vimovo 제네릭
큐라졸	ITRACONAZOLE	큐라졸캅셀(이트라코나졸)	general_knowledge_unverified	아졸계 항진균
그리핀	PIOGLITAZONE	피오글리타존(당뇨병약)	web_search_2026_07_15	health.kr 그리핀정=피오글리타존염산염
노통펜	TRAMADOL_ACETAMINOPHEN	트라마돌/아세트아미노펜(진통제)	web_search_2026_07_15	health.kr 노통펜프러스미니정=아세트아미노펜162.5/트라마돌18.75
나렉신	NAPROXEN	나프록센(소염진통제)	general_knowledge_unverified	태극 나렉신=Naxen 나프록센
에페신	EPERISONE	에페리손(근이완제)	general_knowledge_unverified	에페~=eperisone 근이완제
실버웰	MULTIVITAMIN_MINERAL	종합비타민미네랄(추정)	unresolved	건기식 종합비타민 추정
뮤렉스	EPERISONE	에페리손(근이완제)	web_search_2026_07_15	초당 뮤렉스정=에페리손염산염50mg
비판티	TERAZOSIN	테라조신(전립선비대/고혈압)	web_search_2026_07_15	신풍 비판티정2mg=염산테라조신
탈푸린	TALNIFLUMATE	탈니플루메이트(소염진통제)	web_search_2026_07_15	위더스 탈푸린정=탈니플루메이트370mg
로더스	LOSARTAN	로사르탄(고혈압)	web_search_2026_07_15	health.kr 로더스정50mg=로사르탄칼륨50mg
코로자	LOSARTAN_HCTZ	로사르탄/HCT(고혈압)	web_search_2026_07_15	테라젠 코로자플러스=로사르탄50+HCT12.5
아르칸	MUGWORT_EXTRACT	애엽 에탄올엑스(위염 치료제)	web_search_2026_07_15	태극 아르칸정=애엽95%에탄올연조엑스
프론드	METHYLPREDNISOLONE	메틸프레드니솔론(부신피질호르몬제)	web_search_2026_07_15	동성 프론드정=메틸프레드니솔론
엔시드	ACETAMINOPHEN	아세트아미노펜 서방정(해열진통제)	web_search_2026_07_15	한림 엔시드이알서방정650mg=아세트아미노펜
레보텍	레보드로프로피진	레보드로프로피진(진해제)	web_search_2026_07_15	일화 레보텍정=레보드로프로피진60mg
엔테론	GRAPE_SEED_EXTRACT	포도씨건조엑스(정맥·림프 부전 개선제)	web_search_2026_07_15	한림 엔테론정150mg=포도씨건조엑스
듀카브	FIMASARTAN_AMLODIPINE	피마사르탄/암로디핀(고혈압)	general_knowledge_unverified	보령 듀카브30/5=피마사르탄+암로디핀
듀얼셋	TRAMADOL_ACETAMINOPHEN	트라마돌/아세트아미노펜(진통제)	web_search_2026_07_15	health.kr 듀얼셋정=아세트아미노펜+트라마돌
트라칸	TRAMADOL_ACETAMINOPHEN	트라마돌/아세트아미노펜(진통제)	web_search_2026_07_15	성원애드콕 트라칸정=아세트아미노펜325/트라마돌37.5
알세틴	LEVOCETIRIZINE	레보세티리진(항히스타민)	web_search_2026_07_15	nedrug 알세틴정=레보세티리진염산염
지나틴	NIZATIDINE	니자티딘(H2차단 위산분비억제)	web_search_2026_07_15	nedrug 지나틴캡슐=니자티딘
코데닝	COUGH_COLD_COMBO	디히드로코데인복합(진해거담)	web_search_2026_07_15	종근당 코데닝정=디히드로코데인+메틸에페드린+구아이페네신+클로르페니라민
칸타칸	CANDESARTAN_HCTZ	칸데사르탄/HCTZ(고혈압복합)	general_knowledge_unverified	칸타칸=칸데사르탄, 16/12.5=+HCTZ
디발탄	VALSARTAN_HCTZ	발사르탄/HCTZ(고혈압복합)	general_knowledge_unverified	80/12.5, 발탄=발사르탄+HCTZ
노이겔	ANTACID	규산알루민산마그네슘(제산제)	general_knowledge_unverified	일양노이겔현탁액=규산알루민산마그네슘
유로셋	TRAMADOL_ACETAMINOPHEN	트라마돌/아세트아미노펜(진통)	web_search_2026_07_15	nedrug 유로셋정=트라마돌+아세트아미노펜
진맥톤	GINKGO_LEAF_EXTRACT	은행엽건조엑스(순환개선)	web_search_2026_07_15	한국파마 진맥톤정120mg=은행엽건조엑스
헤모맘	IRON_SUPPLEMENT	철분제(빈혈)	general_knowledge_unverified	헤모맘=빈혈용 철분보충제
푸라콩	PIPRINHYDRINATE	피프린히드리네이트(항히스타민)	web_search_2026_07_15	nedrug 푸라콩정=피프린히드리네이트3mg
유한짓	ISONIAZID	이소니아지드(결핵치료)	web_search_2026_07_15	유한짓정100mg=이소니아지드
알레린	LEVOCETIRIZINE	레보세티리진(항히스타민)	web_search_2026_07_15	한국콜마 알레린정=레보세티리진염산염5mg
뉴로탄	LOSARTAN_HCTZ	로사르탄/HCTZ(고혈압복합)	general_knowledge_unverified	뉴로탄=로사르탄, 플러스=+HCTZ
트라몰	TRAMADOL_ACETAMINOPHEN	트라마돌/아세트아미노펜(진통)	general_knowledge_unverified	325mg=아세트아미노펜, 트라마돌37.5/325 복합
글로젯	ROSUVASTATIN_EZETIMIBE	로수바스타틴/에제티미브	web_search_2026_07_15	글로젯정=에제티미브10+로수바스타틴10
미르토	TELMISARTAN_HCTZ	텔미사르탄/HCTZ(고혈압복합)	web_search_2026_07_15	위더스 미르토플러스80/12.5=텔미사르탄+HCTZ
카비드	CALCIUM_VITAMIN_D	칼슘/비타민D3	web_search_2026_07_15	nedrug 카비드츄어블정=탄산칼슘500mg+콜레칼시페롤400IU
탈스탑	ANTIDIARRHEAL_COMBO	지사제복합(우르소·베르베린·비스무트)	web_search_2026_07_15	nedrug 탈스탑캡슐=UDCA+스코폴리아+베르베린+차질산비스무트
레보설	LEVOSULPIRIDE	레보설피리드(소화불량)	web_search_2026_07_15	위더스 레보설정=레보설피리드25mg
세티진	CETIRIZINE	세티리진(항히스타민)	general_knowledge_unverified	세티진=세티리진 제네릭
아나클	ACECLOFENAC	아세클로페낙(소염진통)	web_search_2026_07_15	nedrug 아나클정=아세클로페낙
디핀스	TELMISARTAN_AMLODIPINE	텔미사르탄/암로디핀	general_knowledge_unverified	40/5, 40=텔미사르탄+암로디핀5
액피오	PIOGLITAZONE	피오글리타존(당뇨)	web_search_2026_07_15	유한 액피오정30mg=피오글리타존염산염
로자딘	LOSARTAN_HCTZ	로사르탄/HCTZ(고혈압복합)	general_knowledge_unverified	로자딘=로사르탄, 플러스=+HCTZ
타세놀	ACETAMINOPHEN	아세트아미노펜 서방(해열진통)	general_knowledge_unverified	부광 타세놀이알서방정=아세트아미노펜ER
코푸진	COUGH_COLD_COMBO	진해거담 복합시럽	general_knowledge_unverified	코푸시럽 계열 감기·기침 복합시럽
아세젠	ACETAMINOPHEN	아세트아미노펜(해열진통제)	general_knowledge_unverified	뉴젠팜, 아세 접두+해열진통
레보젠	LEVOSULPIRIDE	레보설피리드(기능성소화불량)	web_search_2026_07_15	레보설피리드25mg, health.kr A11ABBBBB2049
발디핀	VALSARTAN_AMLODIPINE	발사르탄+암로디핀(고혈압 복합제)	general_knowledge_unverified	발=valsartan, 디핀=amlodipine, 5/80
피고셉	DDB_GARLIC_OIL	DDB+마늘유(간장질환용제)	web_search_2026_07_15	마늘유50mg+DDB25mg 간기능개선(고덱스 유사)
올메텍	OLMESARTAN	올메사르탄(ARB 고혈압)	web_search_2026_07_15	대웅 올메텍=올메사르탄 오리지널
록솔씨	AMBROXOL_CLENBUTEROL	암브록솔+클렌부테롤(진해거담제)	web_search_2026_07_15	삼아 록솔씨시럽=암브록솔+클렌부테롤, health.kr
정장생	PROBIOTICS	바실루스리케니포르미스균(생균정장제)	web_search_2026_07_15	아주 정장생캅셀=Bacillus licheniformis, health.kr
와이젯	ATORVASTATIN_EZETIMIBE	아토르바스타틴+에제티미브(이상지질혈증)	web_search_2026_07_15	아토르바스타틴10.85+에제티미브10, munyak 202100195
네오덤	BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN	베타메타손+겐타마이신+클로트리마졸(복합 연고)	web_search_2026_07_15	태극 네오덤크림=베타메타손+겐타마이신+클로트리마졸
모사린	MOSAPRIDE	모사프리드(위장운동촉진제)	general_knowledge_unverified	모사=mosapride 패턴
르네신	CHLORPHENESIN_CARBAMATE	클로르페네신카르바메이트(골격근이완제)	web_search_2026_07_15	크라운 르네신정=클로르페네신카르바메이트125mg
메치론	METHYLPREDNISOLONE	메틸프레드니솔론(부신피질호르몬제)	web_search_2026_07_15	알보젠 메치론정=메틸프레드니솔론
람노스	PROBIOTICS	락토바실루스카제이 변종 람노수스(생균정장제)	web_search_2026_07_15	제품명에 락토바실루스 카제이 변종 람노수스 명시
벨라제	BROMELAIN	브로멜라인(소염효소제)	web_search_2026_07_15	유니온 벨라제정45mg=브로멜라인
노바틴	AMLODIPINE	암로디핀(고혈압)	web_search_2026_07_15	경보 노바틴정=암로디핀베실산염
가브스	VILDAGLIPTIN	빌다글립틴(DPP-4 억제 당뇨)	general_knowledge_unverified	노바티스 Galvus=빌다글립틴50mg
디펜쿨	DICLOFENAC	디클로페낙 첩부제(외용 소염진통)	web_search_2026_07_15	신신디펜쿨플라스타=디클로페낙 첩부제
콘락스	PRIDINOL	프리디놀메실산염(근이완제)	web_search_2026_07_15	nedrug 콘락스정=프리디놀메실산염2mg, 일성
콩코르	BISOPROLOL	비소프롤롤(베타차단제)	general_knowledge_unverified	콩코르=머크 비소프롤롤 대표 브랜드
넥스틸	MUGWORT_EXTRACT	애엽에탄올연조엑스(위염 위점막보호제)	web_search_2026_07_15	애엽95%에탄올연조엑스60mg(스티렌 계열)
글리멜	GLIMEPIRIDE	글리메피리드(당뇨 SU계)	general_knowledge_unverified	글리메=글리메피리드, 동아2mg
에도날	ERDOSTEINE	에르도스테인(점액용해 거담제)	web_search_2026_07_15	신풍 에도날=에르도스테인300mg
셀토젯	ATORVASTATIN_EZETIMIBE	아토르바스타틴+에제티미브(이상지질혈증)	web_search_2026_07_15	셀트리온 셀토젯10/10=아토르바스타틴/에제티미브
코잘탄	LOSARTAN_AMLODIPINE	로사르탄+암로디핀(고혈압 복합제)	general_knowledge_unverified	코잘탄=로사르탄, 엑스5/50=암로디핀5/로사르탄50
리바젯	ATORVASTATIN_EZETIMIBE	아토르바스타틴+에제티미브(이상지질혈증)	web_search_2026_07_15	팜젠 리바젯10/10=아토르바스타틴/에제티미브
넥시움	ESOMEPRAZOLE	에소메프라졸(PPI)	general_knowledge_unverified	넥시움=아스트라제네카 에소메프라졸 대표 브랜드
록스펜	LOXOPROFEN	록소프로펜(NSAID 소염진통제)	web_search_2026_07_15	신풍 록스펜=록소프로펜나트륨60mg
울디엠	URSODEOXYCHOLIC_ACID	UDCA+DDB(간장약)	web_search_2026_07_15	마더스 울디엠=우르소데옥시콜산+DDB 간기능개선
마로엘	MAGNESIUM_HYDROXIDE	노회·수산화마그네슘 복합(변비약)	web_search_2026_07_15	조아 마로엘=UDCA+알로에엑스+수산화마그네슘 변비약
뷰스타	HERBAL_WEIGHT_LOSS	다엽·오르소시폰(비만 보조 생약)	web_search_2026_07_15	조아 뷰스타=다엽가루+오르소시폰가루 체중감량 보조
엘펙트	ERDOSTEINE	에르도스테인(점액용해 거담제)	web_search_2026_07_15	국제 엘펙트=에르도스테인300mg
모스쿨	INSECT_BITE_TOPICAL_UNCONFIRMED	외용 항소양·항히스타민액(피부 가려움)	web_search_2026_07_15	경남 모스쿨액=습진·벌레물린데 외용액
글리메	GLIMEPIRIDE	글리메피리드(당뇨 SU계)	general_knowledge_unverified	글리메=글리메피리드, 셀트리온
마미폴	FOLIC_ACID	엽산(엽산보충제)	general_knowledge_unverified	마미폴=엽산제(임산부용), 폴=folate
미로틱	VITAMIN_B_COMPLEX	니코틴산아미드+피리독신(비타민B 보급)	web_search_2026_07_15	조아 미로틱=니코틴산아미드250+피리독신50
버물리	INSECT_BITE_TOPICAL_UNCONFIRMED	버물리(벌레물림 외용 진양액)	general_knowledge_unverified	디펜히드라민+캄파+멘톨
더마톱	PREDNICARBATE	더마톱연고(프레드니카르베이트)	general_knowledge_unverified	prednicarbate 0.25% 스테로이드 연고
시프겔	DICLOFENAC	시프겔(디클로페낙 외용겔)	general_knowledge_unverified	외용 소염진통겔
혈압계	ELECTRONIC_DEVICE_COMPONENT	혈압계(측정 장비)	general_knowledge_unverified	측정 기기
에스밀	VITAMIN_D	에스밀주(에르고칼시페롤/비타민D2)	web_search_2026_07_15	비타민D 주사
코싹엘	LEVOCETIRIZINE	코싹엘정(레보세티리진+슈도에페드린)	web_search_2026_07_15	비염 복합제
물린디	INSECT_BITE_TOPICAL_UNCONFIRMED	물린디액(벌레물림 외용액)	general_knowledge_unverified	디펜히드라민계
쿨링겔	INSECT_BITE_TOPICAL_UNCONFIRMED	쿨링겔(멘톨 냉감 외용겔)	general_knowledge_unverified	멘톨계 냉감겔
아클란	AMOXICILLIN_CLAVULANATE	아클란정(아목시실린+클라불란산)	general_knowledge_unverified	복합 항생제
레보센	LEVOCETIRIZINE	레보센정(레보세티리진)	web_search_2026_07_15	항히스타민
파목신	AMOXICILLIN	파목신캅셀(아목시실린)	general_knowledge_unverified	아목시실린 캡슐
라식스	FUROSEMIDE	라식스정(푸로세미드)	general_knowledge_unverified	이뇨제
로노펜	DEXIBUPROFEN	로노펜정(덱시부프로펜)	web_search_2026_07_15	NSAID
투어펜	FLURBIPROFEN	투어펜플라스타(플루르비프로펜 첩부제)	web_search_2026_07_15	플루르비프로펜
록소닌	LOXOPROFEN	록소닌정(록소프로펜)	general_knowledge_unverified	Loxonin NSAID
파자임	DIGESTIVE_ENZYME	파자임이중정(복합 소화효소제)	general_knowledge_unverified	복합소화효소
돔프린	DOMPERIDONE	돔프린정(돔페리돈)	general_knowledge_unverified	소화관운동개선제
카이잘	LEVOCETIRIZINE	카이잘정(레보세티리진)	web_search_2026_07_15	레보세티리진 5mg
로마졸	BETAMETHASONE_GENTAMICIN	로마졸크림(베타메타손+겐타마이신)	general_knowledge_unverified	복합 외용제
뮤테란	ACETYLCYSTEINE	뮤테란캅셀(아세틸시스테인)	general_knowledge_unverified	점액용해제
디나펜	DICLOFENAC	디나펜플라스타(디클로페낙 첩부제)	general_knowledge_unverified	외용 파스
세토펜	ACETAMINOPHEN	세토펜정(아세트아미노펜)	general_knowledge_unverified	해열진통제
슬렌콘	CHLORPHENESIN_CARBAMATE	슬렌콘정(클로르페네신카르바메이트)	web_search_2026_07_15	중추성 근이완제
쿨스펜	PIROXICAM	쿨스펜겔(피록시캄 외용겔)	web_search_2026_07_15	옥시캄계 외용겔
아디팜	HYDROXYZINE	아디팜정(히드록시진)	web_search_2026_07_15	히드록시진 10mg
바이버	ACYCLOVIR	바이버크림(아시클로버)	web_search_2026_07_15	항바이러스 외용
티로팜	TIROPRAMIDE	티로팜정(티로프라미드)	web_search_2026_07_15	진경제
헤몰빈	IRON_SUPPLEMENT	헤몰빈큐플러스캡슐(철분제)	general_knowledge_unverified	철분 보충제
프레벨	BETAMETHASONE_GENTAMICIN	프레벨연고(베타메타손+겐타마이신)	general_knowledge_unverified	복합 외용제
슈다펜	PSEUDOEPHEDRINE	슈다펜정(슈도에페드린)	web_search_2026_07_15	비충혈제거
레티신	LEVOCETIRIZINE	레티신정(레보세티리진)	web_search_2026_07_15	항히스타민
코스카	LOSARTAN	코스카정(로사르탄)	general_knowledge_unverified	ARB
해소민	COUGH_COLD_COMBO	해소민에스캡슐(진해거담 복합)	web_search_2026_07_15	메칠에페드린+DXM+클로르페니라민
바메딘	REBAMIPIDE	바메딘정(레바미피드)	web_search_2026_07_15	위점막보호
슈락스	DIGESTIVE_ENZYME	슈락스골드장용정(복합 소화효소 장용정)	web_search_2026_07_15	판크레아틴 등 복합
크라몬	AMOXICILLIN_CLAVULANATE	크라몬정(아목시실린+클라불란산)	general_knowledge_unverified	복합 항생제
아로민	VITAMIN_B_COMPLEX	아로민필름코팅정(활성비타민 B군)	web_search_2026_07_15	푸르설티아민+B군
악트본	RISEDRONATE	악트본정(리세드론산나트륨)	general_knowledge_unverified	골다공증
티로파	TIROPRAMIDE	티로파정(티로프라미드)	web_search_2026_07_15	진경제
핀베린	PINAVERIUM_BROMIDE	핀베린정(피나베륨브롬화물)	web_search_2026_07_15	과민성대장
발크림	SKINCARE_COSMETIC_TOPICAL	발크림(풋크림)	general_knowledge_unverified	비의약 스킨케어
알게나	ALMAGATE	알게나정(알마게이트)	web_search_2026_07_15	제산제
